lhub_ts,dest_ip,count,dest_port,action
,151.139.128.14,61,80,allowed
,151.139.237.11,1,443,allowed
,151.139.237.32,8,80,allowed
,152.195.12.117,522,443,allowed
,152.195.12.131,3,443,allowed
,152.195.14.41,1,443,allowed
,152.195.19.97,3,443,allowed
,152.195.32.163,1,443,allowed
,152.195.33.104,7,443,allowed
,152.195.33.69,1,443,allowed
,152.195.33.73,1,443,allowed
,152.195.50.93,1,443,allowed
,152.195.55.192,12,443,allowed
,152.199.24.127,68,443,allowed
,152.199.24.163,32,443,allowed
,152.199.24.192,34,443,allowed
,152.199.24.48,1,443,allowed
,152.199.4.210,5,443,allowed
,152.199.4.33,3,443,allowed
,152.199.4.44,3,443,allowed
,152.199.5.13,6,443,allowed
,152.199.5.3,8,443,allowed
,152.199.6.14,4,443,allowed
,152.199.6.24,2,443,allowed
,153.127.216.172,1,80,allowed
,153.149.154.120,1,80,allowed
,153.46.97.4,2,443,allowed
,154.16.245.246,82,123,allowed
,156.154.136.36,2,443,allowed
,156.154.202.36,5,443,allowed
,157.185.156.194,1,443,allowed
,157.230.184.1,1,443,allowed
,157.230.184.22,1,443,allowed
,157.240.11.12,8,443,allowed
,157.240.11.17,34,443,allowed
,157.240.11.35,28,443,allowed
,157.240.16.51,7,3478,allowed
,157.240.18.51,2,3478,allowed
,157.240.19.52,7,3478,allowed
,157.240.19.53,2,443,allowed
,157.240.192.50,2,3478,allowed
,157.240.2.51,1,3478,allowed
,157.240.22.12,29,443,allowed
,157.240.22.174,7,443,allowed
,157.240.22.19,1,33000,allowed
,157.240.22.19,244,443,allowed
,157.240.22.20,1,443,allowed
,157.240.22.25,74,443,allowed
,157.240.22.35,64,443,allowed
,157.240.22.36,1,443,allowed
,157.240.22.53,62,443,allowed
,157.240.22.54,5,443,allowed
,157.240.22.54,29,5222,allowed
,157.240.22.63,82,443,allowed
,157.240.23.52,2,3478,allowed
,157.39.146.163,1,45171,blocked
,157.39.146.163,1,58872,blocked
,159.127.41.114,1,443,allowed
,159.127.41.169,1,443,allowed
,159.180.84.11,2,443,allowed
,159.180.84.16,5,443,allowed
,159.180.84.2,1,443,allowed
,159.253.176.75,2,443,allowed
,160.153.128.27,9,443,allowed
,162.125.1.1,1,443,allowed
,162.125.11.1,1,443,allowed
,162.125.2.1,1,443,allowed
,162.125.248.1,2,443,allowed
,162.125.3.1,1,443,allowed
,162.125.33.7,10,443,allowed
,162.125.34.129,65,443,allowed
,162.125.34.137,18,443,allowed
,162.125.34.6,38,443,allowed
,162.125.35.135,48,443,allowed
,162.125.4.1,1,443,allowed
,162.125.5.1,1,443,allowed
,162.125.6.1,1,443,allowed
,162.125.64.1,1,443,allowed
,162.125.65.1,1,443,allowed
,162.125.66.1,1,443,allowed
,162.125.67.1,1,443,allowed
,162.125.68.1,1,443,allowed
,162.125.69.1,1,443,allowed
,162.125.7.1,6,443,allowed
,162.125.7.1,1,80,allowed
,162.125.7.2,1,80,allowed
,162.125.7.3,67,443,allowed
,162.125.7.6,1,443,allowed
,162.125.7.7,35,443,allowed
,162.125.7.8,4,443,allowed
,162.125.70.1,1,443,allowed
,162.125.71.1,1,443,allowed
,162.125.72.1,1,443,allowed
,162.125.8.1,1,443,allowed
,162.125.8.3,7,443,allowed
,162.125.80.1,1,443,allowed
,162.125.81.1,1,443,allowed
,162.125.82.1,1,443,allowed
,162.125.83.1,1,443,allowed
,162.125.9.1,1,443,allowed
,162.222.41.191,4,4282,allowed
,162.222.41.191,1,4287,allowed
,162.222.41.191,1,443,allowed
,162.222.41.251,1,4282,allowed
,162.222.41.251,3,443,allowed
,162.222.42.203,1,4287,blocked
,162.222.42.203,4,443,allowed
,162.222.42.237,1,443,allowed
,162.222.43.113,2,4282,allowed
,162.222.43.113,2,4287,blocked
,162.222.43.113,1,443,allowed
,162.223.54.6,4,443,allowed
,162.241.24.80,1,80,allowed
,162.243.93.166,3,443,allowed
,162.247.242.18,13,443,allowed
,162.248.184.27,7,443,allowed
,162.253.7.40,2,80,allowed
,162.253.7.45,2,3478,allowed
,162.255.36.124,1,3478,allowed
,162.255.36.124,1,3479,blocked
,162.255.36.124,7,443,allowed
,162.255.36.125,3,3478,allowed
,162.255.36.125,7,443,allowed
,162.255.36.14,2,3478,allowed
,162.255.36.14,4,443,allowed
,162.255.36.15,2,3478,allowed
,162.255.36.15,2,3479,blocked
,162.255.36.15,4,443,allowed
,162.255.37.124,1,3478,allowed
,162.255.37.124,2,443,allowed
,162.255.37.125,2,3478,allowed
,162.255.37.125,2,443,allowed
,162.255.37.14,6,3478,allowed
,162.255.37.14,2,3479,blocked
,162.255.37.14,2,443,allowed
,162.255.37.15,2,443,allowed
,162.255.38.124,5,443,allowed
,162.255.38.125,5,443,allowed
,162.255.38.14,2,3478,allowed
,162.255.38.14,2,3479,blocked
,162.255.38.14,1,443,allowed
,162.255.38.15,2,3478,allowed
,162.255.38.15,2,3479,blocked
,162.255.38.15,1,443,allowed
,163.237.218.18,81,123,allowed
,165.193.93.108,1,443,allowed
,165.227.248.195,1,443,allowed
,165.227.77.123,3,443,allowed
,167.114.103.79,2,443,allowed
,167.89.118.35,1,443,allowed
,167.89.118.52,1,80,allowed
,167.89.123.54,1,80,allowed
,169.254.169.123,83,123,allowed
,17.111.103.20,4,443,allowed
,17.120.254.12,2,443,allowed
,17.120.254.6,2,443,allowed
,17.120.254.7,1,443,allowed
,17.125.249.18,2,443,allowed
,17.125.249.6,3,443,allowed
,17.125.249.7,3,443,allowed
,17.125.249.8,1,443,allowed
,17.125.250.130,4,443,allowed
,17.125.252.5,95,443,allowed
,17.125.252.5,2,5228,allowed
,17.130.2.29,1,443,allowed
,17.130.2.44,2,443,allowed
,17.132.18.7,1,443,allowed
,17.132.19.60,1,443,allowed
,17.132.29.57,1,443,allowed
,17.132.29.63,1,443,allowed
,17.132.30.65,1,443,allowed
,17.132.31.63,1,443,allowed
,17.132.9.73,3,443,allowed
,17.133.234.32,4,16384,allowed
,17.133.234.32,4,16385,allowed
,17.133.234.33,4,16386,allowed
,17.134.126.128,2,443,allowed
,17.134.126.140,2,443,allowed
,17.134.126.30,26,443,allowed
,17.134.126.31,21,443,allowed
,17.134.127.249,79,443,allowed
,17.134.127.250,78,443,allowed
,17.134.62.30,31,443,allowed
,17.134.62.31,31,443,allowed
,17.134.63.251,1,443,allowed
,17.137.166.35,1,443,allowed
,17.137.166.4,5,443,allowed
,17.137.170.1,8,443,allowed
,17.137.170.33,7,443,allowed
,17.142.169.199,16,443,allowed
,17.142.169.200,14,443,allowed
,17.142.171.15,2,443,allowed
,17.142.171.16,6,443,allowed
,17.142.171.17,13,443,allowed
,17.142.171.5,8,443,allowed
,17.142.171.6,7,443,allowed
,17.142.171.7,12,443,allowed
,17.142.171.8,45,443,allowed
,17.142.171.9,49,443,allowed
,17.143.177.8,7,443,allowed
,17.146.232.38,5,443,allowed
,17.146.232.42,13,443,allowed
,17.151.240.36,15,443,allowed
,17.151.240.4,2,443,allowed
,17.151.240.44,1,443,allowed
,17.154.66.154,4,443,allowed
,17.154.66.155,5,443,allowed
,17.154.66.156,2,443,allowed
,17.154.66.73,2,443,allowed
,17.154.66.75,3,443,allowed
,17.154.66.79,1,443,allowed
,17.154.67.24,2,443,allowed
,17.154.67.25,9,443,allowed
,17.154.67.26,2,443,allowed
,17.154.67.27,10,443,allowed
,17.154.67.28,4,443,allowed
,17.167.192.128,58,443,allowed
,17.167.192.225,15,443,allowed
,17.167.192.231,16,443,allowed
,17.167.192.244,5,443,allowed
,17.167.193.41,1,443,allowed
,17.167.193.57,1,443,allowed
,17.167.193.90,1,443,allowed
,17.167.194.149,32,443,allowed
,17.167.194.208,9,443,allowed
,17.167.194.224,19,443,allowed
,17.167.194.230,20,443,allowed
,17.167.195.10,8,443,allowed
,17.167.195.40,1,443,allowed
,17.167.195.42,1,443,allowed
,17.167.195.44,1,443,allowed
,17.167.195.73,4,443,allowed
,17.167.195.92,3,443,allowed
,17.167.225.11,5,443,allowed
,17.171.78.70,1,443,allowed
,17.171.98.34,2,443,allowed
,17.173.65.212,1,443,allowed
,17.173.65.215,1,443,allowed
,17.173.65.216,2,443,allowed
,17.173.65.91,1,443,allowed
,17.173.66.101,6,443,allowed
,17.173.66.102,17,443,allowed
,17.173.66.103,7,443,allowed
,17.173.66.104,8,443,allowed
,17.173.66.179,12,443,allowed
,17.173.66.180,4,443,allowed
,17.173.66.181,4,443,allowed
,17.179.252.2,3,443,allowed
,17.179.252.32,5,443,allowed
,17.188.128.182,1,3481,blocked
,17.188.128.182,1,3490,blocked
,17.188.128.183,1,3478,allowed
,17.188.128.183,1,3479,blocked
,17.188.128.183,1,3480,blocked
,17.188.128.183,2,3482,blocked
,17.188.128.183,1,3487,blocked
,17.188.128.183,1,3488,blocked
,17.188.128.183,1,3492,blocked
,17.188.128.55,1,3479,blocked
,17.188.128.55,1,3481,blocked
,17.188.128.55,1,3484,blocked
,17.188.128.55,1,3488,blocked
,17.188.128.55,1,3489,blocked
,17.188.128.55,1,3491,blocked
,17.188.129.192,1,3479,blocked
,17.188.129.192,1,3494,blocked
,17.188.130.181,1,3481,blocked
,17.188.130.181,1,3483,blocked
,17.188.130.181,2,3484,blocked
,17.188.130.181,1,3489,blocked
,17.188.130.182,2,3488,blocked
,17.188.130.182,1,3489,blocked
,17.188.130.182,1,3493,blocked
,17.188.130.182,1,3494,blocked
,17.188.130.183,2,3493,blocked
,17.188.130.183,1,3495,blocked
,17.188.130.64,1,3486,blocked
,17.188.130.65,1,3487,blocked
,17.188.130.65,1,3491,blocked
,17.188.130.65,1,3495,blocked
,17.188.145.186,1,3485,blocked
,17.188.146.189,1,3481,blocked
,17.188.146.189,1,3492,blocked
,17.188.146.189,1,3495,blocked
,17.188.149.188,1,3480,blocked
,17.188.150.187,1,3484,blocked
,17.188.150.187,1,3489,blocked
,17.188.150.187,1,3492,blocked
,17.188.150.188,1,3478,allowed
,17.188.150.188,1,3481,blocked
,17.188.150.188,2,3483,blocked
,17.188.150.188,1,3484,blocked
,17.188.150.188,1,3485,blocked
,17.188.150.188,1,3491,blocked
,17.188.150.188,1,3492,blocked
,17.188.151.59,1,3480,blocked
,17.188.151.59,1,3490,blocked
,17.188.151.60,1,3481,blocked
,17.188.151.60,1,3486,blocked
,17.188.164.182,1,3480,blocked
,17.188.164.182,1,3486,blocked
,17.188.165.118,1,3488,blocked
,17.188.165.118,1,3495,blocked
,17.188.165.204,1,5223,allowed
,17.188.165.206,1,5223,allowed
,17.188.165.211,1,5223,allowed
,17.188.165.54,1,3485,blocked
,17.188.165.54,1,3489,blocked
,17.188.165.55,1,3485,blocked
,17.188.165.55,1,3493,blocked
,17.188.165.55,2,3495,blocked
,17.188.165.56,1,3479,blocked
,17.188.165.56,1,3482,blocked
,17.188.165.56,1,3483,blocked
,17.188.165.56,2,3485,blocked
,17.188.165.56,1,3486,blocked
,17.188.165.57,1,3481,blocked
,17.188.165.57,1,3484,blocked
,17.188.165.57,1,3490,blocked
,17.188.165.57,1,3492,blocked
,17.188.165.57,1,3493,blocked
,17.188.166.10,2,5223,allowed
,17.188.166.13,1,5223,allowed
,17.188.166.14,1,5223,allowed
,17.188.166.185,1,3484,blocked
,17.188.166.186,1,3481,blocked
,17.188.166.186,1,3485,blocked
,17.188.166.187,1,3483,blocked
,17.188.166.187,1,3491,blocked
,17.188.166.19,1,5223,allowed
,17.188.166.21,2,5223,allowed
,17.248.128.137,17,443,allowed
,17.248.128.138,21,443,allowed
,17.248.128.139,36,443,allowed
,17.248.128.142,18,443,allowed
,17.248.128.143,13,443,allowed
,17.248.128.144,25,443,allowed
,17.248.128.145,16,443,allowed
,17.248.128.146,25,443,allowed
,17.248.128.149,17,443,allowed
,17.248.128.150,36,443,allowed
,17.248.128.151,18,443,allowed
,17.248.128.152,24,443,allowed
,17.248.128.168,32,443,allowed
,17.248.128.169,18,443,allowed
,17.248.128.170,10,443,allowed
,17.248.128.171,24,443,allowed
,17.248.128.172,35,443,allowed
,17.248.128.173,11,443,allowed
,17.248.128.174,19,443,allowed
,17.248.128.175,20,443,allowed
,17.248.128.176,15,443,allowed
,17.248.128.177,14,443,allowed
,17.248.128.178,17,443,allowed
,17.248.128.180,12,443,allowed
,17.248.128.181,25,443,allowed
,17.248.128.182,22,443,allowed
,17.248.128.183,18,443,allowed
,17.248.128.184,25,443,allowed
,17.248.128.232,26,443,allowed
,17.248.128.233,10,443,allowed
,17.248.128.234,15,443,allowed
,17.248.128.235,17,443,allowed
,17.248.128.236,26,443,allowed
,17.248.128.237,10,443,allowed
,17.248.128.238,18,443,allowed
,17.248.128.239,23,443,allowed
,17.248.128.240,19,443,allowed
,17.248.128.241,18,443,allowed
,17.248.128.242,29,443,allowed
,17.248.128.244,28,443,allowed
,17.248.128.248,9,443,allowed
,17.248.131.10,1,443,allowed
,17.248.131.140,1,443,allowed
,17.248.131.142,2,443,allowed
,17.248.131.143,5,443,allowed
,17.248.131.145,1,443,allowed
,17.248.131.149,5,443,allowed
,17.248.131.168,2,443,allowed
,17.248.131.171,3,443,allowed
,17.248.131.176,1,443,allowed
,17.248.131.177,1,443,allowed
,17.248.131.178,1,443,allowed
,17.248.131.179,1,443,allowed
,17.248.131.180,8,443,allowed
,17.248.131.200,2,443,allowed
,17.248.131.202,1,443,allowed
,17.248.131.217,2,443,allowed
,17.248.131.22,1,443,allowed
,17.248.131.229,1,443,allowed
,17.248.131.23,2,443,allowed
,17.248.131.231,2,443,allowed
,17.248.131.234,1,443,allowed
,17.248.131.236,3,443,allowed
,17.248.131.237,1,443,allowed
,17.248.131.238,1,443,allowed
,17.248.131.25,1,443,allowed
,17.248.131.52,1,443,allowed
,17.248.131.54,5,443,allowed
,17.248.131.55,1,443,allowed
,17.248.131.56,2,443,allowed
,17.248.144.212,1,443,allowed
,17.248.144.243,1,443,allowed
,17.248.155.178,1,443,allowed
,17.248.155.81,1,443,allowed
,17.248.185.101,1,443,allowed
,17.248.185.110,1,443,allowed
,17.248.185.12,1,443,allowed
,17.248.185.132,2,443,allowed
,17.248.185.136,1,443,allowed
,17.248.185.165,2,443,allowed
,17.248.185.166,1,443,allowed
,17.248.185.170,3,443,allowed
,17.248.185.173,1,443,allowed
,17.248.185.174,1,443,allowed
,17.248.185.36,2,443,allowed
,17.248.185.38,4,443,allowed
,17.248.185.47,5,443,allowed
,17.248.185.48,1,443,allowed
,17.248.185.5,1,443,allowed
,17.248.185.74,2,443,allowed
,17.248.185.78,2,443,allowed
,17.248.185.83,7,443,allowed
,17.249.210.47,1,443,allowed
,17.249.25.246,17,443,allowed
,17.249.28.30,1,5223,allowed
,17.249.9.246,134,443,allowed
,17.252.194.199,58,443,allowed
,17.252.226.85,27,443,allowed
,17.252.242.50,1,443,allowed
,17.252.242.64,2,443,allowed
,17.252.82.47,1,443,allowed
,17.253.1.201,18,443,allowed
,17.253.1.201,9,80,allowed
,17.253.1.202,15,443,allowed
,17.253.1.202,12,80,allowed
,17.253.1.202,2,80,blocked
,17.253.16.125,121,123,allowed
,17.253.16.125,3,123,blocked
,17.253.16.253,137,123,allowed
,17.253.16.253,3,123,blocked
,17.253.17.201,20,443,allowed
,17.253.17.201,10,80,allowed
,17.253.17.201,1,80,blocked
,17.253.17.202,26,443,allowed
,17.253.17.202,11,80,allowed
,17.253.17.202,2,80,blocked
,17.253.17.203,43,443,allowed
,17.253.17.203,17,80,allowed
,17.253.17.203,1,80,blocked
,17.253.17.204,26,443,allowed
,17.253.17.204,15,80,allowed
,17.253.17.205,46,443,allowed
,17.253.17.205,6,80,allowed
,17.253.17.206,25,443,allowed
,17.253.17.206,9,80,allowed
,17.253.17.206,1,80,blocked
,17.253.17.207,33,443,allowed
,17.253.17.207,27,80,allowed
,17.253.17.208,37,443,allowed
,17.253.17.208,30,80,allowed
,17.253.17.209,34,443,allowed
,17.253.17.209,8,80,allowed
,17.253.17.209,2,80,blocked
,17.253.17.210,22,443,allowed
,17.253.17.210,7,80,allowed
,17.253.17.210,1,80,blocked
,17.253.17.211,7,443,allowed
,17.253.17.211,7,80,allowed
,17.253.17.212,34,443,allowed
,17.253.17.212,25,80,allowed
,17.253.2.125,53,123,allowed
,17.253.2.125,3,123,blocked
,17.253.26.125,256,123,allowed
,17.253.26.125,9,123,blocked
,17.253.26.253,132,123,allowed
,17.253.26.253,1,123,blocked
,17.253.27.201,2,443,allowed
,17.253.27.202,4,443,allowed
,17.253.27.204,4,443,allowed
,17.253.27.205,1,443,allowed
,17.253.27.206,1,80,allowed
,17.253.4.125,263,123,allowed
,17.253.4.125,3,123,blocked
,17.253.4.253,145,123,allowed
,17.253.4.253,2,123,blocked
,17.253.5.201,37,443,allowed
,17.253.5.201,7,80,allowed
,17.253.5.202,31,443,allowed
,17.253.5.202,11,80,allowed
,17.253.5.202,1,80,blocked
,17.253.5.203,51,443,allowed
,17.253.5.203,15,80,allowed
,17.253.5.203,1,80,blocked
,17.253.5.204,16,443,allowed
,17.253.5.204,15,80,allowed
,17.253.5.204,2,80,blocked
,17.253.5.205,25,443,allowed
,17.253.5.205,13,80,allowed
,17.253.5.205,3,80,blocked
,17.253.5.206,21,443,allowed
,17.253.5.206,14,80,allowed
,17.253.5.206,3,80,blocked
,17.253.5.207,16,443,allowed
,17.253.5.207,11,80,allowed
,17.253.5.207,1,80,blocked
,17.253.5.208,22,443,allowed
,17.253.5.208,12,80,allowed
,17.253.5.208,1,80,blocked
,17.32.194.12,3,443,allowed
,17.32.194.2,2,443,allowed
,17.32.194.43,1,443,allowed
,17.42.254.11,18,443,allowed
,17.42.254.12,4,443,allowed
,17.42.254.13,6,443,allowed
,17.42.254.14,2,443,allowed
,17.42.254.15,2,443,allowed
,17.56.10.21,1,443,allowed
,17.56.136.164,4,993,allowed
,17.56.136.197,3,993,allowed
,17.56.138.21,1,443,allowed
,17.56.138.22,1,443,allowed
,17.56.138.23,1,443,allowed
,17.56.160.246,3,443,allowed
,17.56.48.13,17,443,allowed
,17.57.12.11,28,443,allowed
,17.57.144.116,5,443,allowed
,17.57.144.116,34,5223,allowed
,17.57.144.117,36,5223,allowed
,17.57.144.20,3,443,allowed
,17.57.144.20,22,5223,allowed
,17.57.144.22,1,443,allowed
,17.57.144.22,26,5223,allowed
,170.76.216.244,2,443,allowed
,171.161.198.100,1,443,allowed
,171.161.202.44,1,443,allowed
,171.64.78.10,3,80,allowed
,171.66.97.126,82,123,allowed
,172.64.143.5,1,443,allowed
,172.65.227.124,4,5222,allowed
,173.194.12.74,4,443,allowed
,173.194.12.89,2,443,allowed
,173.194.12.89,1,80,allowed
,173.194.144.71,3,443,allowed
,173.194.147.39,1,443,allowed
,173.194.152.6,1,443,allowed
,173.194.163.73,1,443,allowed
,173.194.166.103,4,443,allowed
,173.194.166.108,3,443,allowed
,173.194.166.198,2,80,allowed
,173.194.166.199,11,443,allowed
,173.194.166.202,8,443,allowed
,173.194.166.231,10,443,allowed
,173.194.166.232,2,443,allowed
,173.194.166.233,8,443,allowed
,173.194.166.41,1,443,allowed
,173.194.166.71,1,443,allowed
,173.194.167.10,3,80,allowed
,173.194.167.166,4,443,allowed
,173.194.167.169,1,80,allowed
,173.194.167.170,5,443,allowed
,173.194.167.230,4,443,allowed
,173.194.167.39,1,443,allowed
,173.194.167.6,5,443,allowed
,173.194.167.9,6,443,allowed
,173.194.190.72,1,443,allowed
,173.194.191.10,1,443,allowed
,173.194.191.105,1,443,allowed
,173.194.202.108,28,993,allowed
,173.194.202.109,38,993,allowed
,173.194.202.125,2,5222,allowed
,173.194.202.155,1,443,allowed
,173.194.202.188,1,443,allowed
,173.194.202.188,2,5228,blocked
,173.194.202.189,16,443,allowed
,173.194.203.108,18,993,allowed
,173.194.203.109,4,993,allowed
,173.194.203.127,13,19302,blocked
,173.194.203.127,8,19305,blocked
,173.194.203.188,3,443,allowed
,173.194.203.188,17,5228,blocked
,173.194.203.189,1,443,allowed
,173.194.207.127,7,19302,blocked
,173.194.219.94,1,443,allowed
,173.194.31.91,1,443,allowed
,173.194.61.74,1,443,allowed
,173.194.7.72,1,443,allowed
,173.194.7.75,1,443,allowed
,173.194.79.94,2,443,allowed
,173.199.2.70,2,443,allowed
,173.223.97.111,1,443,allowed
,173.230.141.151,8,443,allowed
,173.71.69.215,219,123,allowed
,174.129.37.145,1,443,allowed
,174.143.209.189,6,80,allowed
,176.32.98.184,2,443,allowed
,176.9.116.83,1,443,allowed
,176.9.122.53,1,443,allowed
,176.9.26.105,4,443,allowed
,178.33.230.6,1,443,allowed
,178.63.50.140,1,443,allowed
,18.185.173.48,34,443,allowed
,18.185.205.11,28,443,allowed
,18.185.78.15,30,443,allowed
,18.204.118.71,2,443,allowed
,18.205.79.53,4,443,allowed
,18.205.93.141,7,443,allowed
,18.205.93.142,16,443,allowed
,18.205.93.143,17,443,allowed
,18.205.93.144,2,443,allowed
,18.205.93.207,9,443,allowed
,18.205.93.208,11,443,allowed
,18.205.93.209,9,443,allowed
,18.205.93.210,11,443,allowed
,18.205.93.211,11,443,allowed
,18.205.93.213,6,443,allowed
,18.207.169.212,1,443,allowed
,18.207.64.33,3,443,allowed
,18.208.50.155,2,443,allowed
,18.208.61.195,2,443,allowed
,18.211.66.171,1,443,allowed
,18.212.203.189,1,443,allowed
,18.213.123.171,3,443,allowed
,18.214.210.59,3,443,allowed
,18.214.236.42,1,443,allowed
,18.214.240.202,6,443,allowed
,18.214.27.130,1,443,allowed
,18.215.69.217,3,443,allowed
,18.215.86.208,304,443,allowed
,18.215.96.138,2,443,allowed
,18.232.222.235,1,443,allowed
,18.232.238.185,2,443,allowed
,18.232.28.189,2,443,allowed
,18.233.158.244,11,443,allowed
,18.233.185.129,4,443,allowed
,18.233.247.12,2,443,allowed
,18.233.79.242,1,443,allowed
,18.234.160.237,1,443,allowed
,18.234.188.235,2,443,allowed
,18.235.131.3,1,443,allowed
,18.235.149.40,1,443,allowed
,18.235.209.145,1,443,allowed
,18.235.228.100,1,443,allowed
,18.235.33.14,1,443,allowed
,18.235.51.143,5,443,allowed
,18.235.93.202,1,443,allowed
,18.236.31.22,2,443,allowed
,18.237.187.89,7,80,allowed
,18.246.31.132,2,443,allowed
,18.246.31.137,27,443,allowed
,18.246.31.138,20,443,allowed
,18.246.31.139,27,443,allowed
,18.246.31.142,2,443,allowed
,18.246.31.146,2,443,allowed
,18.246.31.148,1,443,allowed
,181.49.185.143,3,443,allowed
,181.49.185.147,23,443,allowed
,181.49.185.151,16,443,allowed
,181.49.185.155,20,443,allowed
,181.49.185.157,12,443,allowed
,181.49.185.158,12,443,allowed
,181.49.185.162,35,443,allowed
,181.49.185.166,33,443,allowed
,181.49.185.170,21,443,allowed
,181.49.185.172,39,443,allowed
,181.49.185.173,9,443,allowed
,181.49.185.177,26,443,allowed
,181.49.185.181,31,443,allowed
,181.49.185.185,10,443,allowed
,181.49.185.187,51,443,allowed
,182.69.221.167,4,51495,blocked
,182.69.221.167,2,53071,blocked
,182.69.221.167,2,57271,blocked
,182.69.221.167,4,61298,blocked
,182.69.221.167,5,62948,blocked
,184.105.182.15,82,123,allowed
,184.105.182.16,301,123,allowed
,184.105.182.7,82,123,allowed
,184.154.108.237,8,443,allowed
,184.154.176.44,1,443,allowed
,184.168.221.56,1,80,allowed
,184.24.164.83,1,443,allowed
,184.24.170.190,12,443,allowed
,184.24.171.235,9,443,allowed
,184.24.178.80,2,443,allowed
,184.25.56.117,12,80,allowed
,184.25.56.125,1,443,allowed
,184.25.56.125,2,80,allowed
,184.25.56.131,1,443,allowed
,184.25.56.139,7,443,allowed
,184.25.56.139,5,80,allowed
,184.25.56.140,10,443,allowed
,184.25.56.147,4,80,allowed
,184.25.56.163,1,443,allowed
,184.25.56.163,1,80,allowed
,184.25.56.195,1,443,allowed
,184.25.56.219,2,443,allowed
,184.25.56.35,1,443,allowed
,184.25.56.36,4,80,allowed
,184.25.56.44,2,443,allowed
,184.25.56.45,3,80,allowed
,184.25.56.50,5,80,allowed
,184.25.56.51,1,443,allowed
,184.25.56.51,25,80,allowed
,184.25.56.52,1,443,allowed
,184.25.56.52,1,80,allowed
,184.25.56.53,17,80,allowed
,184.25.56.53,1,80,blocked
,184.25.56.58,6,80,allowed
,184.25.56.67,4,443,allowed
,184.25.56.68,1,80,allowed
,184.25.56.69,1,80,allowed
,184.25.56.74,18,80,allowed
,184.25.56.75,2,80,allowed
,184.25.56.76,1,80,allowed
,184.25.56.82,4,443,allowed
,184.25.56.82,3,80,allowed
,184.27.106.131,13,443,allowed
,184.27.28.118,20,443,allowed
,184.27.28.184,2,443,allowed
,184.27.28.190,1,443,allowed
,184.27.28.45,2,443,allowed
,184.27.28.63,14,443,allowed
,184.27.28.73,21,443,allowed
,184.27.28.8,12,443,allowed
,184.27.29.124,3,443,allowed
,184.27.29.127,5,443,allowed
,184.27.29.65,4,443,allowed
,184.27.36.102,8,443,allowed
,184.27.36.128,1,443,allowed
,184.27.36.149,2,443,allowed
,184.27.36.169,1,443,allowed
,184.27.36.242,2,443,allowed
,184.27.36.81,3,443,allowed
,184.27.37.105,2,443,allowed
,184.27.37.144,52,443,allowed
,184.27.37.159,1,443,allowed
,184.27.37.19,8,443,allowed
,184.27.37.200,8,443,allowed
,184.27.37.244,4,443,allowed
,184.27.37.248,14,443,allowed
,184.27.37.67,1,443,allowed
,184.27.37.69,2,443,allowed
,184.27.37.76,19,443,allowed
,184.27.38.16,16,443,allowed
,184.28.188.187,1,80,allowed
,184.28.20.53,77,443,allowed
,184.28.21.101,1,443,allowed
,184.28.249.72,1,443,allowed
,184.29.104.155,4,443,allowed
,184.29.104.234,97,443,allowed
,184.29.104.33,33,443,allowed
,184.29.104.40,20,443,allowed
,184.29.104.56,12,443,allowed
,184.29.104.60,3,443,allowed
,184.29.104.94,16,443,allowed
,184.29.105.34,5,443,allowed
,184.29.106.37,1,443,allowed
,184.29.106.58,5,443,allowed
,184.29.107.249,18,443,allowed
,184.29.107.32,2,443,allowed
,184.29.107.79,4,443,allowed
,184.31.161.41,9,443,allowed
,184.31.173.247,2,443,allowed
,184.31.189.90,2,443,allowed
,184.51.48.183,3,443,allowed
,184.51.48.196,1,443,allowed
,184.51.48.232,3,443,allowed
,184.51.48.53,1,443,allowed
,184.51.48.74,3,443,allowed
,184.51.49.121,7,443,allowed
,184.51.50.36,8,443,allowed
,184.51.80.101,2,443,allowed
,184.51.80.11,1,443,allowed
,184.51.80.150,44,443,allowed
,184.51.82.193,1,443,allowed
,184.51.82.222,5,443,allowed
,184.51.83.112,1,443,allowed
,184.51.83.135,2,443,allowed
,184.72.13.51,1,443,allowed
,184.72.63.227,176,443,allowed
,184.73.155.14,1,443,allowed
,184.73.84.110,1,443,allowed
,184.86.104.223,1,443,allowed
,184.86.194.113,1,443,allowed
,184.87.207.214,6,443,allowed
,184.95.55.98,1,443,allowed
,185.112.146.187,1,443,allowed
,185.132.79.54,2,443,allowed
,185.151.204.10,2,443,allowed
,185.151.204.12,3,443,allowed
,185.151.204.13,5,443,allowed
,185.151.204.14,1,443,allowed
,185.151.204.15,4,443,allowed
,185.151.204.50,1,443,allowed
,185.151.204.51,1,443,allowed
,185.151.204.6,5,443,allowed
,185.151.204.9,5,443,allowed
,185.167.164.37,1,443,allowed
,185.167.164.42,1,443,allowed
,185.167.164.43,1,443,allowed
,185.167.166.41,1,443,allowed
,185.184.10.30,1,443,allowed
,185.199.109.153,3,443,allowed
,185.199.109.154,9,443,allowed
,185.199.110.153,12,443,allowed
,185.199.110.154,3,443,allowed
,185.199.111.154,2,443,allowed
,185.230.60.179,1,443,allowed
,185.230.61.161,2,443,allowed
,185.63.144.1,37,443,allowed
,185.63.145.1,38,443,allowed
,192.0.66.2,2,443,allowed
,192.0.72.18,7,443,allowed
