lhub_ts,Account_Name,_time,index,New_Process_ID,Process_Command_Line,Creator_Process_ID,New_Process_Name,Security_ID,ComputerName,Creator_Process_Name,Account_Domain
1.56089E+12,SPLUNK2$,2019-06-18T14:57:34.000-05:00,local,0x3604,C:\WINDOWS\SysWOW64\DllHost.exe /Processid:{06622D85-6856-4460-8DE1-A81921B41C4B},0x1ec,C:\Windows\SysWOW64\dllhost.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,Gord,2019-06-18T14:57:29.000-05:00,local,0x1f0c,reg  add HKLM\Software\MicrosoftBen2,0x34dc,C:\Windows\System32\reg.exe,admin,Splunk2,C:\Windows\System32\cmd.exe,SPLUNK2
1.56089E+12,"ben,-",2019-06-18T14:57:24.000-05:00,bene,0x1e5c,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=14526550363868220658 --renderer-client-id=3550 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9000 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,Gord,2019-06-18T14:57:19.000-05:00,local,0x3414,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,0x34dc,C:\Windows\System32\conhost.exe,admin,Splunk2,C:\Windows\System32\cmd.exe,SPLUNK2
1.56089E+12,Gord,2019-06-18T14:57:19.000-05:00,local,0x34dc,"""C:\Windows\System32\cmd.exe""",0x1944,C:\Windows\System32\cmd.exe,admin,Splunk2,C:\Windows\explorer.exe,SPLUNK2
1.56089E+12,SPLUNK2$,2019-06-18T14:57:18.000-05:00,local,0x1c7c,C:\WINDOWS\SysWOW64\DllHost.exe /Processid:{06622D85-6856-4460-8DE1-A81921B41C4B},0x1ec,C:\Windows\SysWOW64\dllhost.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,Gord,2019-06-18T14:57:07.000-05:00,local,0x36d0,reg  add HKLM\Software\MicrosoftBen2,0x2e8,C:\Windows\System32\reg.exe,admin,Splunk2,C:\Windows\System32\cmd.exe,SPLUNK2
1.56089E+12,Gord,2019-06-18T14:56:54.000-05:00,local,0x3470,reg  QUERY HKLM\Software\Microsoft,0x2e8,C:\Windows\System32\reg.exe,admin,Splunk2,C:\Windows\System32\cmd.exe,SPLUNK2
1.56089E+12,SPLUNK2$,2019-06-18T14:56:51.000-05:00,local,0x1858,C:\WINDOWS\system32\DllHost.exe /Processid:{133EAC4F-5891-4D04-BADA-D84870380A80},0x1ec,C:\Windows\System32\dllhost.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:51.000-05:00,local,0x2ad0,taskhostw.exe,0x7e0,C:\Windows\System32\taskhostw.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:49.000-05:00,local,0x2c84,"""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",0x1ec,C:\Windows\System32\backgroundTaskHost.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:49.000-05:00,local,0xd54,"""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:CortanaUI.AppXy7vb4pc2dr3kc93kfc509b1d0arkfb2x.mca",0x1ec,C:\Windows\System32\backgroundTaskHost.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:49.000-05:00,local,0x32b8,"""ctfmon.exe""",0x11f0,C:\Windows\System32\ctfmon.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:48.000-05:00,local,0xf28,atbroker.exe,0xdd8,C:\Windows\System32\AtBroker.exe,admin,Splunk2,C:\Windows\System32\winlogon.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:48.000-05:00,local,0x2ed0,C:\Windows\System32\RuntimeBroker.exe -Embedding,0x1ec,C:\Windows\System32\RuntimeBroker.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:47.000-05:00,local,0x9a4,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s DsmSvc,0x37c,C:\Windows\System32\svchost.exe,admin,Splunk2,C:\Windows\System32\services.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:47.000-05:00,local,0x1790,C:\Windows\System32\RuntimeBroker.exe -Embedding,0x1ec,C:\Windows\System32\RuntimeBroker.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:47.000-05:00,local,0x2e80,taskhostw.exe KEYROAMING,0x7e0,C:\Windows\System32\taskhostw.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:47.000-05:00,local,0x14c4,C:\Windows\System32\RuntimeBroker.exe -Embedding,0x1ec,C:\Windows\System32\RuntimeBroker.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:46.000-05:00,local,0x2130,C:\WINDOWS\system32\DllHost.exe /Processid:{338B40F9-9D68-4B53-A793-6B9AA0C5F63B},0x1ec,C:\Windows\System32\dllhost.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:46.000-05:00,local,0x3354,taskhostw.exe KEYROAMING,0x7e0,C:\Windows\System32\taskhostw.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:46.000-05:00,local,0x5cc,rdpclip,0x4b8,C:\Windows\System32\rdpclip.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:46.000-05:00,local,0x2f7c,C:\WINDOWS\system32\TSTheme.exe -Embedding,0x1ec,C:\Windows\System32\TSTheme.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:46.000-05:00,local,0xb08,"""dwm.exe""",0x20,C:\Windows\System32\dwm.exe,admin,Splunk2,C:\Windows\System32\winlogon.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:46.000-05:00,local,0x1e34,"""LogonUI.exe"" /flags:0x0 /state0:0x83869055 /state1:0x41c64e6d",0x20,C:\Windows\System32\LogonUI.exe,admin,Splunk2,C:\Windows\System32\winlogon.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:46.000-05:00,local,0x22b4,"""fontdrvhost.exe""",0x20,C:\Windows\System32\fontdrvhost.exe,admin,Splunk2,C:\Windows\System32\winlogon.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:46.000-05:00,local,0x20,winlogon.exe,0x3294,C:\Windows\System32\winlogon.exe,admin,Splunk2,C:\Windows\System32\smss.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:46.000-05:00,local,0x31f8,"%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",0x3294,C:\Windows\System32\csrss.exe,admin,Splunk2,C:\Windows\System32\smss.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:46.000-05:00,local,0x3294,\SystemRoot\System32\smss.exe 00000110 000000c0,0x220,C:\Windows\System32\smss.exe,admin,Splunk2,C:\Windows\System32\smss.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:46.000-05:00,local,0x1458,"""LogonUI.exe"" /flags:0x0 /state0:0x83866055 /state1:0x41c64e6d",0xdd8,C:\Windows\System32\LogonUI.exe,admin,Splunk2,C:\Windows\System32\winlogon.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:46.000-05:00,local,0x28d4,C:\WINDOWS\System32\svchost.exe -k wsappx -p -s ClipSVC,0x37c,C:\Windows\System32\svchost.exe,admin,Splunk2,C:\Windows\System32\services.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:45.000-05:00,local,0x2ff0,"""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:App.AppXe9cvj1thv1hmcw0cs98xm3r97tyzy2xs.mca",0x1ec,C:\Windows\System32\backgroundTaskHost.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:45.000-05:00,local,0x2c1c,"""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:App.AppXemn3t55segp7q92mwd35v2a5rk5mvwyz.mca",0x1ec,C:\Windows\System32\backgroundTaskHost.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:45.000-05:00,local,0x1dc0,"""C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.11629.20174.0_x64__8wekyb3d8bbwe\HxTsr.exe"" -ServerName:Hx.IPC.Server",0x1ec,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.11629.20174.0_x64__8wekyb3d8bbwe\HxTsr.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:45.000-05:00,local,0x944,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -s ScDeviceEnum,0x37c,C:\Windows\System32\svchost.exe,admin,Splunk2,C:\Windows\System32\services.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:45.000-05:00,local,0x1440,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s gpsvc,0x37c,C:\Windows\System32\svchost.exe,admin,Splunk2,C:\Windows\System32\services.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:45.000-05:00,local,0x3258,"""dwm.exe""",0x146c,C:\Windows\System32\dwm.exe,admin,Splunk2,C:\Windows\System32\winlogon.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:45.000-05:00,local,0x3268,"""LogonUI.exe"" /flags:0x0 /state0:0x83856055 /state1:0x41c64e6d",0x146c,C:\Windows\System32\LogonUI.exe,admin,Splunk2,C:\Windows\System32\winlogon.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:45.000-05:00,local,0x20c0,"""fontdrvhost.exe""",0x146c,C:\Windows\System32\fontdrvhost.exe,admin,Splunk2,C:\Windows\System32\winlogon.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:45.000-05:00,local,0x146c,winlogon.exe,0x2f60,C:\Windows\System32\winlogon.exe,admin,Splunk2,C:\Windows\System32\smss.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:45.000-05:00,local,0x2918,"%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",0x2f60,C:\Windows\System32\csrss.exe,admin,Splunk2,C:\Windows\System32\smss.exe,WORKGROUP
1.56089E+12,SPLUNK2$,2019-06-18T14:56:45.000-05:00,local,0x2f60,\SystemRoot\System32\smss.exe 000000f8 000000c0,0x220,C:\Windows\System32\smss.exe,admin,Splunk2,C:\Windows\System32\smss.exe,WORKGROUP
1.56089E+12,Gord,2019-06-18T14:56:34.000-05:00,local,0x33c8,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=15534138272386538378 --renderer-client-id=2792 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=10840 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56089E+12,SPLUNK2$,2019-06-18T14:56:29.000-05:00,local,0x1ddc,C:\WINDOWS\system32\svchost.exe -k appmodel -p -s camsvc,0x37c,C:\Windows\System32\svchost.exe,admin,Splunk2,C:\Windows\System32\services.exe,WORKGROUP
1.56089E+12,"SERVERTEST$,ben",2019-06-18T14:56:02.000-05:00,bene,0x31f4,"""C:\Windows\regedit.exe""",0x1f00,C:\Windows\regedit.exe,"S-1-5-18,S-1-5-21-4074083065-1943752578-90242396-1117",ServerTest.Contoso.local,,"CONTOSO,CONTOSO"
1.56089E+12,"SERVERTEST$,-",2019-06-18T14:56:02.000-05:00,bene,0x1b08,consent.exe 540 250 0000006B1D5A7B60,0x21c,C:\Windows\System32\consent.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"ben,-",2019-06-18T14:56:02.000-05:00,bene,0x3098,"""C:\Windows\regedit.exe""",0x1f00,C:\Windows\regedit.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"SERVERTEST$,ben",2019-06-18T14:56:00.000-05:00,bene,0x20d4,C:\Windows\SysWOW64\DllHost.exe /Processid:{06622D85-6856-4460-8DE1-A81921B41C4B},0x37c,C:\Windows\SysWOW64\dllhost.exe,"S-1-5-18,S-1-5-21-4074083065-1943752578-90242396-1117",ServerTest.Contoso.local,,"CONTOSO,CONTOSO"
1.56089E+12,"ben,-",2019-06-18T14:55:33.000-05:00,bene,0x2e08,reg.exe  delete HKEY_LOCAL_MACHINE\Software\MicrosoftBen,0x14c4,C:\Windows\System32\reg.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"ben,-",2019-06-18T14:55:19.000-05:00,bene,0xae0,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=2658036948695896480 --renderer-client-id=3549 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=4724 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"SERVERTEST$,-",2019-06-18T14:55:03.000-05:00,bene,0x3324,"""C:\Windows\system32\SearchFilterHost.exe"" 0 600 604 612 65536 608",0x1910,C:\Windows\System32\SearchFilterHost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"SERVERTEST$,-",2019-06-18T14:55:03.000-05:00,bene,0x3260,"""C:\Windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe488_ Global\UsGthrCtrlFltPipeMssGthrPipe488 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""",0x1910,C:\Windows\System32\SearchProtocolHost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"SERVERTEST$,-",2019-06-18T14:54:57.000-05:00,bene,0xcdc,"""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /ua /installsource scheduler",0x2288,C:\Program Files (x86)\Google\Update\GoogleUpdate.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"SERVERTEST$,-",2019-06-18T14:54:57.000-05:00,bene,0x2288,taskeng.exe {B3D6AB46-6B69-42A8-964C-A10EA3CB65F2} S-1-5-18:NT AUTHORITY\System:Service:,0x21c,C:\Windows\System32\taskeng.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"SERVERTEST$,ben",2019-06-18T14:54:49.000-05:00,bene,0x2ddc,"""C:\Windows\regedit.exe""",0x1f00,C:\Windows\regedit.exe,"S-1-5-18,S-1-5-21-4074083065-1943752578-90242396-1117",ServerTest.Contoso.local,,"CONTOSO,CONTOSO"
1.56089E+12,"SERVERTEST$,-",2019-06-18T14:54:49.000-05:00,bene,0xd64,consent.exe 540 250 0000006B1D5A7500,0x21c,C:\Windows\System32\consent.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"ben,-",2019-06-18T14:54:49.000-05:00,bene,0x2898,"""C:\Windows\regedit.exe""",0x1f00,C:\Windows\regedit.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"SERVERTEST$,-",2019-06-18T14:54:48.000-05:00,bene,0xc90,\??\C:\Windows\system32\conhost.exe 0xffffffff,0x18c0,C:\Windows\System32\conhost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"SERVERTEST$,-",2019-06-18T14:54:48.000-05:00,bene,0x18c0,"C:\Windows\System32\Essentials\RunTask.exe /asm:""C:\Program Files\Windows Server\Bin\WebApps\MacWebService\bin\Microsoft.WindowsServerSolutions.MacIntegration.MacWebService.dll"" /class:Microsoft.WindowsServerSolutions.MacIntegration.MacTasks /method:SetOnlineOffline /task:""Macintosh Status Report""",0x21c,C:\Windows\System32\Essentials\RunTask.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"SERVERTEST$,ben",2019-06-18T14:54:46.000-05:00,bene,0x2a9c,C:\Windows\SysWOW64\DllHost.exe /Processid:{06622D85-6856-4460-8DE1-A81921B41C4B},0x37c,C:\Windows\SysWOW64\dllhost.exe,"S-1-5-18,S-1-5-21-4074083065-1943752578-90242396-1117",ServerTest.Contoso.local,,"CONTOSO,CONTOSO"
1.56089E+12,"ben,-",2019-06-18T14:54:40.000-05:00,bene,0x1c54,reg.exe  add HKEY_LOCAL_MACHINE\Software\MicrosoftBen,0x14c4,C:\Windows\System32\reg.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,Gord,2019-06-18T14:54:34.000-05:00,local,0x2a00,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=15696770478679302871 --renderer-client-id=2791 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=7928 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56089E+12,"ben,-",2019-06-18T14:54:13.000-05:00,bene,0xc3c,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=6509978339163843828 --renderer-client-id=3548 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6032 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"ben,-",2019-06-18T14:54:00.000-05:00,bene,0x2434,\??\C:\Windows\system32\conhost.exe 0xffffffff,0x14c4,C:\Windows\System32\conhost.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"SERVERTEST$,ben",2019-06-18T14:54:00.000-05:00,bene,0x14c4,"""C:\Windows\System32\cmd.exe""",0x1f00,C:\Windows\System32\cmd.exe,"S-1-5-18,S-1-5-21-4074083065-1943752578-90242396-1117",ServerTest.Contoso.local,,"CONTOSO,CONTOSO"
1.56089E+12,"SERVERTEST$,-",2019-06-18T14:54:00.000-05:00,bene,0x1ec8,consent.exe 540 280 0000006B1CFA7F00,0x21c,C:\Windows\System32\consent.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"SERVERTEST$,ben",2019-06-18T14:53:56.000-05:00,bene,0x1808,C:\Windows\SysWOW64\DllHost.exe /Processid:{06622D85-6856-4460-8DE1-A81921B41C4B},0x37c,C:\Windows\SysWOW64\dllhost.exe,"S-1-5-18,S-1-5-21-4074083065-1943752578-90242396-1117",ServerTest.Contoso.local,,"CONTOSO,CONTOSO"
1.56089E+12,"ben,-",2019-06-18T14:53:51.000-05:00,bene,0x1970,reg.exe  add HKEY_LOCAL_MACHINE\Software\MicrosoftBEN,0x32e4,C:\Windows\System32\reg.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"ben,-",2019-06-18T14:52:33.000-05:00,bene,0x3434,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=11538891407160309060 --renderer-client-id=3547 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=7628 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,SPLUNK2$,2019-06-18T14:51:44.000-05:00,local,0x2c68,"""C:\Program Files (x86)\Google\Update\GoogleUpdate.exe"" /ua /installsource scheduler",0x7e0,C:\Program Files (x86)\Google\Update\GoogleUpdate.exe,admin,Splunk2,C:\Windows\System32\svchost.exe,WORKGROUP
1.56089E+12,"ben,-",2019-06-18T14:50:35.000-05:00,bene,0x277c,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=3997875846387427008 --renderer-client-id=3546 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=6908 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,Gord,2019-06-18T14:50:34.000-05:00,local,0x132c,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=7957151050434659271 --renderer-client-id=2790 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=10784 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56089E+12,"ben,-",2019-06-18T14:49:35.000-05:00,bene,0x35ec,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=11126016389123873595 --renderer-client-id=3545 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=5940 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"ben,-",2019-06-18T14:49:07.000-05:00,bene,0x1a0c,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1300,2772169660324377946,1072921058181861210,131072 --disable-gpu-compositing --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=16429748134970587127 --renderer-client-id=3544 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=10184 /prefetch:1",0x630,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,"S-1-5-21-4074083065-1943752578-90242396-1117,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,Gord,2019-06-18T14:48:34.000-05:00,local,0x133c,"""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1836,14607855324383857227,15415048851676924760,131072 --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=2730058561458064543 --renderer-client-id=2789 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=10004 /prefetch:1",0x2020,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,admin,Splunk2,C:\Program Files (x86)\Google\Chrome\Application\chrome.exe,SPLUNK2
1.56089E+12,"SERVERTEST$,-",2019-06-18T14:48:28.000-05:00,bene,0x362c,taskhost.exe SYSTEM,0x21c,C:\Windows\System32\taskhost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
1.56089E+12,"SERVERTEST$,-",2019-06-18T14:44:48.000-05:00,bene,0x16fc,\??\C:\Windows\system32\conhost.exe 0xffffffff,0xe70,C:\Windows\System32\conhost.exe,"S-1-5-18,S-1-0-0",ServerTest.Contoso.local,,"CONTOSO,-"
